0.99522	-3.3664E-4
0.98892	3.9808E-4
0.98299	0.00149
0.97685	0.0019
0.97097	0.00109
0.96497	-4.188E-4
0.95905	-0.00116
0.95347	-2.3368E-4
0.94769	0.00161
0.94197	0.00283
0.93659	0.00207
0.93101	-5.0306E-4
0.92567	-0.00244
0.92005	-0.00172
0.91466	0.00151
0.90934	0.00515
0.90424	0.00556
0.89904	0.00134
0.89389	-0.00471
0.88905	-0.00769
0.88402	-0.00473
0.87904	0.00336
0.87436	0.01145
0.86949	0.01313
0.86468	0.00652
0.86007	-0.00535
0.85536	-0.01571
0.85092	-0.0164
0.84631	-0.00556
0.84175	0.01093
0.83745	0.02316
0.83299	0.02378
0.82871	0.01097
0.82433	-0.01037
0.82001	-0.02886
0.81593	-0.03226
0.81169	-0.01778
0.80749	0.00724
0.80334	0.03366
0.79942	0.04559
0.79536	0.03507
0.79133	0.00788
0.78746	-0.02453
0.78339	-0.04905
0.77961	-0.05097
0.77574	-0.02697
0.77208	0.01087
0.76829	0.05026
0.7647	0.07075
0.76098	0.06115
0.75729	0.02693
0.75375	-0.02095
0.75013	-0.06656
0.74671	-0.088
0.74316	-0.07512
0.73964	-0.03452
0.73632	0.02283
0.73287	0.07806
0.72955	0.10894
0.72616	0.1032
0.7228	0.06203
0.71948	-0.00341
0.71633	-0.07001
0.71306	-0.11776
0.70982	-0.13483
0.70676	-0.10624
0.70358	-0.04005
0.70043	0.04014
0.6973	0.11585
0.6943	0.1585
0.69123	0.16168
0.68833	0.12022
0.68531	0.03784
0.68231	-0.05648
0.67949	-0.13516
0.67654	-0.18642
0.67372	-0.19344
0.67083	-0.14524
0.66796	-0.06166
0.66525	0.04068
0.66243	0.14195
0.65963	0.22085
0.65699	0.2422
0.65424	0.20576
0.65159	0.12717
0.64889	0.01445
0.6462	-0.10295
0.64354	-0.19902
0.6409	-0.25597
0.63828	-0.27192
0.63581	-0.22511
0.63311	-0.12724
0.63056	-0.00544
0.62802	0.1338
0.62563	0.24942
0.62313	0.32858
0.62077	0.34344
0.61831	0.28204
0.61588	0.17796
0.61353	0.03946
0.61113	-0.11267
0.60887	-0.23839
0.6065	-0.32441
0.60416	-0.37751
0.60194	-0.36247
0.59963	-0.29051
0.59741	-0.17987
0.59513	-0.02366
0.59287	0.1504
0.59074	0.3021
0.58851	0.42061
0.58641	0.47514
0.58421	0.44086
0.58204	0.34326
0.57988	0.19933
0.5778	0.03288
0.57567	-0.13712
0.57356	-0.28711
0.57146	-0.40644
0.56948	-0.46779
0.56741	-0.48806
0.56545	-0.45766
0.56341	-0.35895
0.56139	-0.22527
0.55944	-0.04962
0.55744	0.15796
0.55556	0.35169
0.55359	0.52193
0.55172	0.62385
0.54978	0.62427
0.54786	0.57081
0.546	0.44329
0.5441	0.24439
0.54221	0.0314
0.54042	-0.15925
0.53856	-0.3261
0.53671	-0.46436
0.53487	-0.56478
0.53313	-0.60479
0.53132	-0.59742
0.52952	-0.5717
0.52779	-0.48057
0.52601	-0.34083
0.52433	-0.16555
0.52258	0.06044
0.52083	0.30878
0.51918	0.52433
0.51746	0.67718
0.51568	0.81522
0.51406	0.84732
0.51237	0.76769
0.51075	0.62552
0.50909	0.4037
0.50743	0.16773
0.50587	-0.06549
0.50424	-0.28876
0.50269	-0.45696
0.50108	-0.56773
0.49948	-0.66174
0.49793	-0.70725
0.49635	-0.70983
0.49478	-0.70191
0.49322	-0.68117
0.49174	-0.591
0.49012	-0.45559
0.48866	-0.29049
0.48714	-0.05791
0.4857	0.20833
0.48419	0.49938
0.48274	0.75913
0.48126	0.95702
0.47978	1.11215
0.47838	1.12569
0.47692	1.03499
0.47553	0.87097
0.47409	0.61554
0.47266	0.35643
0.47128	0.09188
0.46986	-0.15709
0.46852	-0.35568
0.46712	-0.52
0.46572	-0.66685
0.4644	-0.73804
0.46303	-0.77563
0.46166	-0.8261
0.4603	-0.85457
0.45899	-0.83719
0.4576	-0.81433
0.45631	-0.77123
0.45498	-0.67876
0.45372	-0.53208
0.45241	-0.3358
0.45116	-0.11193
0.44986	0.16386
0.44857	0.4746
0.44733	0.77428
0.44605	1.0765
0.44484	1.30053
0.44358	1.39275
0.44232	1.44067
0.44113	1.33309
0.43989	1.12677
0.43869	0.88609
0.43746	0.56686
0.43624	0.26127
0.43509	-0.00546
0.43388	-0.25998
0.43268	-0.46809
0.43148	-0.60014
0.43029	-0.71071
0.42911	-0.82245
0.42799	-0.87829
0.42682	-0.9175
0.42569	-0.94663
0.42454	-0.96293
0.42344	-0.96501
0.4223	-0.9385
0.42116	-0.94704
0.42008	-0.90726
0.41895	-0.83302
0.41787	-0.7339
0.41675	-0.56683
0.41564	-0.36787
0.41459	-0.10618
0.4135	0.21757
0.41246	0.54392
0.41137	0.86997
0.41029	1.21393
0.40925	1.47657
0.40818	1.63788
0.40712	1.74444
