20565925,0.006648
20565926,0.057918
20565927,0.147029
20565928,0.053035
20565929,0.045711
20565930,0.04449
20565931,-0.011662
20565932,-0.006779
20565933,0.011531
20565934,0.001766
20565935,0.010311
20565936,0.015193
20565937,0.017635
20565938,-0.000676
20565939,0.020076
20565940,-0.000676
20565941,0.077449
20565942,0.031062
20565943,0.057918
20565944,0.001766
20565945,-0.022648
20565946,-0.02509
20565947,-0.032414
20565948,-0.026311
20565949,-0.032414
20565950,-0.026311
20565951,-0.027531
20565952,-0.005559
20565953,-0.016545
20565954,-0.018986
20565955,-0.033635
20565956,-0.021428
20565957,-0.020207
20565958,-0.037297
20565959,0.076229
20565960,-0.001896
20565961,-0.012883
20565962,-0.000676
20565963,-0.02509
20565964,-0.054387
20565965,-0.034855
20565966,-0.014104
20565967,-0.015324
20565968,-0.032414
20565969,0.000545
20565970,-0.021428
20565971,-0.018986
20565972,0.021297
20565973,-0.003117
20565974,-0.026311
20565975,-0.034855
20565976,-0.029973
20565977,-0.009221
20565978,-0.020207
20565979,0.013973
20565980,0.072566
20565981,0.057918
20565982,0.059139
20565983,-0.004338
20565984,-0.012883
20565985,-0.016545
20565986,-0.034855
20565987,-0.023869
20565988,0.018855
20565989,0.00909
20565990,0.060359
20565991,0.012752
20565992,-0.001896
20565993,-0.010441
20565994,-0.004338
20565995,-0.004338
20565996,-0.029973
20565997,-0.010441
20565998,-0.020207
20565999,-0.008
20566000,-0.026311
20566001,-0.000676
20566002,-0.015324
20566003,-0.004338
20566004,-0.028752
20566005,-0.037297
20566006,-0.023869
20566007,-0.020207
20566008,-0.040959
20566009,-0.050725
20566010,-0.034855
20566011,-0.018986
20566012,-0.028752
20566013,-0.050725
20566014,-0.031193
20566015,-0.021428
20566016,-0.027531
20566017,-0.048283
20566018,-0.023869
20566019,-0.034855
20566020,-0.023869
20566021,-0.02509
20566022,-0.038518
20566023,-0.0434
20566024,-0.044621
20566025,-0.048283
20566026,-0.049504
20566027,-0.054387
20566028,-0.028752
20566029,-0.031193
20566030,-0.023869
20566031,-0.04218
20566032,-0.053166
20566033,-0.027531
