20555935,0.121395
20555945,0.159236
20555955,0.198299
20555965,0.403377
20555975,0.188533
20555985,0.145809
20555995,0.142146
20556005,0.028621
20556015,0.048152
20556025,0.085994
20556035,0.020076
20556045,-0.018986
20556055,0.002986
20556065,-0.032414
20556075,-0.014104
20556085,-0.005559
20556095,0.001766
20556105,0.001766
20556115,-0.016545
20556125,0.000545
20556135,-0.008
20556145,-0.047063
20556155,0.237361
20556165,0.046932
20556175,0.048152
20556185,0.087215
20556195,-0.004338
20556205,-0.034855
20556215,0.018855
20556225,0.002986
20556235,0.010311
20556245,-0.028752
20556255,-0.038518
20556265,-0.037297
20556275,-0.023869
20556285,0.000545
20556295,0.045711
20556305,0.029842
20556315,-0.010441
20556325,0.012752
20556335,0.024959
20556345,0.002986
20556355,0.016414
20556365,-0.020207
20556375,-0.023869
20556385,-0.008
20556395,0.115291
20556405,-0.011662
20556415,0.010311
20556425,-0.015324
20556435,-0.027531
20556445,-0.021428
20556455,-0.039738
20556465,-0.012883
20556475,-0.014104
20556485,-0.004338
20556495,-0.047063
20556505,-0.006779
20556515,0.057918
20556525,0.029842
20556535,-0.011662
20556545,-0.017766
20556555,0.087215
20556565,-0.021428
20556575,-0.040959
20556585,-0.023869
20556595,0.012752
20556605,0.011531
20556615,-0.001896
20556625,0.006648
20556635,-0.014104
20556645,0.021297
20556655,-0.027531
20556665,0.000545
20556675,-0.012883
20556685,-0.004338
20556695,-0.023869
20556705,0.022518
20556715,-0.006779
20556725,-0.039738
20556735,-0.006779
20556745,-0.036076
20556755,-0.017766
20556765,-0.023869
20556775,-0.050725
20556785,-0.020207
20556795,-0.017766
20556805,-0.029973
20556815,-0.010441
20556825,0.077449
20556835,0.032283
20556845,0.042049
20556855,-0.033635
20556865,-0.014104
20556875,-0.034855
20556885,0.000545
20556895,0.046932
20556905,-0.023869
20556915,-0.018986
20556925,0.005428
20556935,0.004207
20556945,0.004207
20556955,0.002986
20556965,0.212947
20556975,0.222713
20556985,0.204402
20556995,0.006648
20557005,-0.033635
20557015,0.042049
20557025,0.000545
20557035,0.040828
20557045,-0.000676
20557055,-0.029973
20557065,-0.018986
20557075,-0.011662
20557085,-0.009221
20557095,0.017635
20557105,0.002986
20557115,-0.021428
20557125,0.006648
20557135,-0.004338
20557145,0.015193
20557155,-0.039738
20557165,-0.026311
20557175,0.022518
20557185,0.022518
20557195,0.055477
20557205,0.028621
20557215,-0.022648
20557225,0.005428
20557235,-0.000676
20557245,-0.011662
20557255,-0.033635
20557265,-0.027531
20557275,-0.001896
20557285,-0.022648
20557295,-0.011662
20557305,-0.017766
20557315,-0.031193
20557325,-0.02509
20557335,-0.027531
20557345,-0.02509
20557355,-0.016545
20557365,0.0274
20557375,-0.018986
20557385,0.040828
20557395,-0.028752
20557405,0.051814
20557415,-0.027531
20557425,-0.010441
20557435,-0.031193
20557445,0.031062
20557455,-0.005559
20557465,0.000545
20557475,-0.018986
20557485,-0.020207
20557495,-0.018986
20557505,-0.028752
20557515,-0.050725
20557525,-0.047063
20557535,-0.039738
20557545,-0.017766
20557555,-0.028752
20557565,-0.02509
20557575,-0.039738
20557585,-0.036076
20557595,-0.000676
20557605,0.010311
20557615,-0.005559
20557625,-0.011662
20557635,-0.033635
20557645,0.000545
20557655,-0.015324
20557665,-0.015324
20557675,0.001766
20557685,0.021297
20557695,0.054256
20557705,-0.015324
20557715,-0.001896
20557725,0.035945
20557735,0.028621
20557745,-0.010441
20557755,-0.022648
20557765,0.169002
20557775,0.110408
20557785,0.046932
20557795,0.077449
20557805,0.109187
20557815,0.195857
20557825,-0.004338
20557835,0.033504
20557845,-0.012883
20557855,0.00909
20557865,-0.005559
20557875,-0.027531
20557885,-0.040959
20557895,-0.004338
20557905,-0.026311
20557915,-0.015324
20557925,-0.049504
20557935,-0.037297
20557945,0.024959
20557955,0.015193
20557965,0.037166
20557975,0.021297
20557985,-0.014104
20557995,0.056697
20558005,0.053035
20558015,0.166561
20558025,0.049373
20558035,-0.006779
20558045,-0.004338
20558055,0.06158
20558065,0.007869
20558075,0.073787
20558085,-0.001896
20558095,-0.014104
20558105,0.002986
20558115,-0.003117
20558125,0.021297
20558135,-0.027531
20558145,-0.031193
20558155,-0.026311
20558165,-0.017766
20558175,-0.014104
20558185,-0.037297
20558195,-0.023869
20558205,0.037166
20558215,-0.018986
20558225,-0.012883
20558235,-0.033635
20558245,-0.027531
20558255,-0.0434
20558265,-0.018986
20558275,-0.000676
20558285,-0.017766
20558295,-0.017766
