 0.100  1.101  1.004  1.291
 0.200  1.199  0.954  1.265
 0.300  1.290  0.856  1.222
 0.400  1.369  0.722  1.163
 0.500  1.434  0.571  1.087
 0.600  1.484  0.419  0.998
 0.700  1.520  0.278  0.894
 0.800  1.542  0.152  0.779
 0.900  1.553  0.044  0.654
 1.000  1.553 -0.051  0.519
 1.100  1.545 -0.134  0.378
 1.200  1.529 -0.209  0.231
 1.300  1.505 -0.281  0.082
 1.400  1.475 -0.351 -0.069
 1.500  1.438 -0.423 -0.219
 1.600  1.393 -0.500 -0.366
 1.700  1.341 -0.585 -0.508
 1.800  1.279 -0.682 -0.643
 1.900  1.207 -0.795 -0.769
 2.000  1.123 -0.931 -0.885
 2.100  1.024 -1.100 -0.990
 2.200  0.905 -1.315 -1.081
 2.300  0.762 -1.596 -1.157
 2.400  0.586 -1.973 -1.218
 2.500  0.366 -2.484 -1.262
 2.600  0.086 -3.162 -1.290
 2.700 -0.270 -3.981 -1.300
 2.800 -0.703 -4.711 -1.293
 2.900 -1.186 -4.831 -1.268
 2.906 -1.215 -4.805 -1.266
 2.913 -1.245 -4.775 -1.264
 2.919 -1.274 -4.741 -1.261
 2.925 -1.303 -4.702 -1.259
 2.931 -1.332 -4.659 -1.257
 2.938 -1.360 -4.613 -1.254
 2.944 -1.388 -4.562 -1.252
 2.950 -1.416 -4.507 -1.249
 2.956 -1.443 -4.448 -1.247
 2.963 -1.471 -4.386 -1.244
 2.969 -1.497 -4.320 -1.241
 2.975 -1.523 -4.251 -1.238
 2.981 -1.549 -4.178 -1.235
 2.988 -1.575 -4.103 -1.232
 2.994 -1.600 -4.025 -1.229
 3.000 -1.624 -3.944 -1.226
 3.006 -1.648 -3.861 -1.223
 3.013 -1.671 -3.776 -1.220
 3.019 -1.694 -3.689 -1.217
 3.025 -1.717 -3.600 -1.213
 3.031 -1.738 -3.510 -1.210
 3.038 -1.759 -3.419 -1.206
 3.044 -1.780 -3.327 -1.203
 3.050 -1.800 -3.234 -1.199
 3.056 -1.820 -3.141 -1.196
 3.156 -2.060 -1.731 -1.128
 3.256 -2.181 -0.781 -1.046
 3.356 -2.230 -0.277 -0.950
 3.456 -2.243 -0.033 -0.841
 3.556 -2.238  0.085 -0.720
 3.656 -2.225  0.147 -0.590
 3.756 -2.206  0.186 -0.452
 3.856 -2.185  0.214 -0.308
 3.956 -2.161  0.239 -0.160
 4.056 -2.135  0.264 -0.009
 4.156 -2.106  0.289  0.141
 4.256 -2.075  0.316  0.290
 4.356 -2.041  0.345  0.435
 4.456 -2.004  0.375  0.573
 4.556 -1.963  0.408  0.705
 4.656 -1.920  0.443  0.826
 4.756 -1.873  0.481  0.937
 4.856 -1.822  0.523  1.035
 4.956 -1.767  0.568  1.119
 5.056 -1.707  0.618  1.188
 5.156 -1.642  0.674  1.241
 5.256 -1.570  0.737  1.278
 5.356 -1.493  0.811  1.297
 5.456 -1.407  0.897  1.299
 5.556 -1.312  1.000  1.283
 5.656 -1.206  1.127  1.250
 5.756 -1.086  1.288  1.200
 5.856 -0.947  1.495  1.135
 5.956 -0.785  1.771  1.053
 6.056 -0.591  2.142  0.958
 6.156 -0.354  2.644  0.850
 6.256 -0.059  3.305  0.731
 6.356  0.310  4.076  0.601
 6.456  0.749  4.694  0.464
 6.556  1.222  4.645  0.320
 6.656  1.642  3.630  0.172
 6.756  1.932  2.183  0.022
 6.856  2.089  1.026 -0.129
 6.956  2.154  0.342 -0.278
 7.056  2.169 -0.012 -0.423
 7.156  2.159 -0.194 -0.562
 7.256  2.135 -0.292 -0.694
 7.356  2.104 -0.352 -0.817
 7.456  2.068 -0.396 -0.928
 7.556  2.028 -0.433 -1.027
 7.656  1.985 -0.468 -1.113
 7.756  1.938 -0.502 -1.183
 7.856  1.887 -0.537 -1.237
 7.956  1.833 -0.575 -1.275
 8.056  1.776 -0.615 -1.296
 8.156  1.714 -0.658 -1.299
 8.256  1.647 -0.706 -1.285
 8.356  1.576 -0.759 -1.253
 8.456  1.499 -0.820 -1.205
 8.556  1.416 -0.890 -1.141
 8.656  1.325 -0.972 -1.061
 8.756  1.225 -1.072 -0.967
 8.856  1.113 -1.196 -0.859
 8.956  0.988 -1.353 -0.741
 9.056  0.844 -1.557 -0.612
 9.156  0.678 -1.827 -0.475
 9.256  0.480 -2.187 -0.332
 9.356  0.239 -2.665 -0.184
 9.456 -0.056 -3.267 -0.034
 9.556 -0.412 -3.907  0.116
 9.656 -0.823 -4.326  0.265
 9.756 -1.250 -4.112  0.411
 9.762 -1.276 -4.071  0.420
 9.769 -1.300 -4.028  0.429
 9.775 -1.325 -3.982  0.438
 9.781 -1.349 -3.932  0.447
 9.787 -1.373 -3.880  0.455
 9.794 -1.397 -3.825  0.464
 9.800 -1.420 -3.768  0.473
 9.806 -1.443 -3.708  0.482
 9.812 -1.465 -3.645  0.491
 9.819 -1.487 -3.581  0.499
 9.825 -1.509 -3.514  0.508
 9.831 -1.531 -3.445  0.517
 9.837 -1.551 -3.375  0.525
 9.844 -1.572 -3.303  0.534
 9.850 -1.592 -3.229  0.542
 9.950 -1.851 -1.973  0.676
10.050 -1.993 -0.940  0.800
10.150 -2.051 -0.291  0.913
10.250 -2.060  0.068  1.014
10.350 -2.041  0.264  1.101
10.450 -2.007  0.377  1.174
10.550 -1.965  0.451  1.231
10.650 -1.916  0.505  1.271
10.750 -1.862  0.551  1.294
10.850 -1.804  0.594  1.300
10.950 -1.742  0.637  1.288
11.050 -1.676  0.682  1.259
11.150 -1.604  0.731  1.213
11.250 -1.528  0.785  1.151
11.350 -1.446  0.847  1.073
11.450 -1.357  0.919  0.981
11.550 -1.261  1.005  0.876
11.650 -1.156  1.109  0.759
11.750 -1.039  1.239  0.631
11.850 -0.907  1.406  0.496
11.950 -0.757  1.622  0.353
12.050 -0.581  1.909  0.206
12.150 -0.373  2.289  0.056
12.250 -0.122  2.781 -0.095
12.350  0.185  3.367 -0.244
12.450  0.548  3.921 -0.390
12.550  0.954  4.142 -0.531
12.650  1.351  3.696 -0.665
12.750  1.671  2.646 -0.790
12.850  1.876  1.500 -0.904
12.950  1.981  0.646 -1.006
13.050  2.018  0.127 -1.094
13.150  2.015 -0.165 -1.168
13.250  1.991 -0.330 -1.226
13.350  1.954 -0.429 -1.268
13.450  1.909 -0.496 -1.293
13.550  1.858 -0.547 -1.300
13.650  1.803 -0.591 -1.290
13.750  1.744 -0.633 -1.262
13.850  1.680 -0.675 -1.218
13.950  1.612 -0.719 -1.157
14.050  1.540 -0.767 -1.080
14.150  1.462 -0.821 -0.989
